,ID_SALES,text,text_clean,Sentiment
183,HC1273A, 2 bags fly free!  So what's with all the carry-on's? #packingayak @BrianReganComic, 2 bags fly free so what s with all the carry on s packingayak ,positive
184,HW1427T, I'm trying to choose my seats but every time I go to the next flight I get system error, i m trying to choose my seats but every time i go to the next flight i get system error,negative
185,HD1411A, my son is a passenger on flight 3710 from Chicago to Toronto. The plane came within feet of colliding  another plane and is stopped., my son is a passenger on flight 3710 from chicago to toronto the plane came within feet of colliding another plane and is stopped ,negative
186,HD3677A, I would like a supervisor to talk to. Now we are waiting for a flight attendant as one just walked off &amp; left http://t.co/IpaamZT7Z2, i would like a supervisor to talk to now we are waiting for a flight attendant as one just walked off left ,positive
187,HC620A, Hi AA ! I placed an itin on hold to expire on 2/27.Just logged into my acct..its gone! Seat hasn't been released to inv. Help?, hi aa i placed an itin on hold to expire on 2 27 just logged into my acct its gone seat hasn t been released to inv help ,neutral
188,HD757A, - First impressions are hard to reverse.  A horrible first experience with you.  Will never fly with you again!!!, first impressions are hard to reverse a horrible first experience with you will never fly with you again ,negative
189,HD2442A," got it right with the safety demonstration! Corporate but funny, reserved but NOT CORNY  as aÄĀĀ¦ http://t.co/lwOtKIEKGU", got it right with the safety demonstration corporate but funny reserved but not corny as a ,positive
190,HD4302A, Your CLT baggage crew deserves a #kudos. I had to run to make my connection. And my bags still made it! #CustomerService, your clt baggage crew deserves a kudos i had to run to make my connection and my bags still made it customerservice,positive
191,HC3230A," Hey! I booked a flight (Isabelle Gramp, Boston to LAX), and it said that it charged my credit card but the transaction didn't go", hey i booked a flight isabelle gramp boston to lax and it said that it charged my credit card but the transaction didn t go,neutral
192,HC280A, great example of customer service this morning at MSY headed to ATL. Alison and Bobbi were fantastic! Gate B8. Thank you., great example of customer service this morning at msy headed to atl alison and bobbi were fantastic gate b8 thank you ,positive
193,CD2708A, amazing service by your SW stewardesses! From den to Cun and from CUN to Atl and atl to lax. Thank u!, amazing service by your sw stewardesses from den to cun and from cun to atl and atl to lax thank u ,positive
194,HD49A, 40+ minutes waiting at the gate for the broken jetway. Different gate maybe?, 40 minutes waiting at the gate for the broken jetway different gate maybe ,negative
195,HD1112T," Thanks Yup I'm all set.  It happens.   SLC ground staff were prompt,  helpful and courteous.", thanks yup i m all set it happens slc ground staff were prompt helpful and courteous ,positive
196,SG186A, any delays today @CAKairport to Orlando?, any delays today to orlando ,negative
197,HN4696A, SHUT THE DOOR ON YOUR WAY OUT. Å”ĀĀĀ, shut the door on your way out ,neutral
198,HS4151A,I left my dildo on the plane is there any way for me to get it back? ,i left my dildo on the plane is there any way for me to get it back ,negative
199,HS245A, What is going on with the flight from Buffalo to JFK? Have they figured anything out about the temperature and the tower yet?, what is going on with the flight from buffalo to jfk have they figured anything out about the temperature and the tower yet ,neutral
200,HD3280A, compensate us for new clothes bet you won't, compensate us for new clothes bet you won t,neutral
201,SK2484A," ""Will my luggage be on that flight?"" ""No"" ""Y not"" ""bc ur on that flight n it won't end up where ur goin http://t.co/6Zj6L2ZTua", will my luggage be on that flight no y not bc ur on that flight n it won t end up where ur goin ,neutral
202,HD4856A,  #USAirways disappoints AGAIN! #Cancelled Flighted flights #Missed appointments #Promised refund is a lie, usairways disappoints again cancelled flighted flights missed appointments promised refund is a lie,negative
203,HD4913A, - have dinner reservations in a few minutes -- and I've been trying to get through to you since BREAKFAST. #onholdwith, have dinner reservations in a few minutes and i ve been trying to get through to you since breakfast onholdwith,neutral
204,HD4529A," My flight was 952, leaving las vegas at 5:40pm, arriving at CHI-MID at 11:00 pm.", my flight was 952 leaving las vegas at 5 40pm arriving at chi mid at 11 00 pm ,neutral
205,HD4337A, Frontier is currently offering their weather exceptions for this weekend. When is United?, frontier is currently offering their weather exceptions for this weekend when is united ,neutral
206,HD2836A," crew has been notified, passenger moved but water not fixed. Now on tarmac two hours", crew has been notified passenger moved but water not fixed now on tarmac two hours,negative
207,SK4418T, this 2 hr delay is a vacation buzzkill, this 2 hr delay is a vacation buzzkill,negative
208,HD359T," never let's me down, every. Single. Flight. Gets delayed.", never let s me down every single flight gets delayed ,negative
209,HD2518A, my flight 386 from Jacksonville fl to Dallas is showing Cancelled Flightled. What is going on?  Am I rebooked on another flight?, my flight 386 from jacksonville fl to dallas is showing cancelled flightled what is going on am i rebooked on another flight ,negative
210,HVP1346T, IÄĀĀm resending the confirmation code in a DM, i m resending the confirmation code in a dm,neutral
211,HS1983A," Worked now, ty", worked now ty,positive
212,HD2441A, would be more pleased if you reassess your business practices.  Goal should be to have passengers on plane as little as possible, would be more pleased if you reassess your business practices goal should be to have passengers on plane as little as possible,positive
213,CD3699A, bags fly free..just not to where you're going., bags fly free just not to where you re going ,positive
214,HD4474A, thank you! I wish the lady in Little Rock had told me that in the morning when I asked her, thank you i wish the lady in little rock had told me that in the morning when i asked her,positive
215,HS1234A,ÄĀĀ: Our fleet's on fleek. http://t.co/vOUUFRN4jSÄĀĀ YASSS JetBlue ! Tell them !, our fleet s on fleek yasss jetblue tell them ,neutral
216,HC3009A," #vegan meals can be more creative than noodles, peas, and zukes. Non-vegan yogurt is not acceptable for a vegan. Can you do better?", vegan meals can be more creative than noodles peas and zukes non vegan yogurt is not acceptable for a vegan can you do better ,negative
